CpG,Beta,SE,P,StudyID
cg05142617,-0.028,0.00683,3.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg03441945,-0.033,0.00767,1.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg26802289,0.024,0.00309,1.6e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg27636536,-0.023,0.00581,8.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg13620615,-0.028,0.00654,2.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg15600935,0.039,0.00706,2.8e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg17236169,0.026,0.00351,1.5e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg22588640,-0.027,0.00515,1.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg26559804,-0.022,0.0037,6.2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg26008007,0.022,0.00431,1.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg14330293,0.033,0.00805,3.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12670347,0.019,0.00477,7.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg24173182,0.048,0.0053,3.4e-19,Robert-F-Hillary_Incident_COPD_Basic_model
cg03625177,0.016,0.00269,2.9e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg27100990,0.019,0.00263,8e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg14171514,-0.027,0.00386,2.4e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg26001902,0.02,0.00363,1.9e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg05167251,0.017,0.00353,1.9e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg21322436,-0.11,0.00593,3.6e-78,Robert-F-Hillary_Incident_COPD_Basic_model
cg10680836,-0.027,0.00617,8.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg10454246,0.029,0.00441,5.6e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg19384289,0.015,0.00325,6.6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg09572125,0.026,0.0053,1.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg14341579,0.024,0.00357,1.1e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg02071005,0.024,0.00339,8.2e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg24842260,0.021,0.00423,9.2e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg13863764,0.019,0.00329,1.2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg12126344,-0.058,0.00779,7.5e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg18614984,0.021,0.00525,6.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg02580923,0.023,0.00501,5.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg10033570,-0.021,0.00533,7.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12101586,-0.021,0.00345,2.3e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg10177032,0.035,0.00415,4.5e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg06401414,-0.035,0.00527,3.4e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg19757176,-0.019,0.00395,1.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg21767135,-0.029,0.0068,2.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg16919569,0.022,0.00576,9.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14365070,-0.037,0.00773,2.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg25256924,-0.041,0.00759,5.7e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg26412722,-0.033,0.00738,7.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg13645530,0.04,0.00526,4.2e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg19022697,-0.016,0.00266,8e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg15777335,0.033,0.00359,3.9e-20,Robert-F-Hillary_Incident_COPD_Basic_model
cg13594138,0.032,0.00702,6.9e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg19344626,-0.035,0.0035,1.1e-23,Robert-F-Hillary_Incident_COPD_Basic_model
cg14881284,-0.03,0.00641,2.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg04328477,0.024,0.00448,6.5e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg21741284,-0.028,0.00493,1.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg14936269,0.027,0.00472,8.6e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg17320856,0.021,0.00502,3.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg10715223,0.025,0.0033,1.7e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg09160231,-0.02,0.0047,3.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg11996209,-0.031,0.00696,8.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg25508605,0.031,0.00467,3.2e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg25390656,-0.022,0.00551,7.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22889573,0.027,0.00338,4.5e-15,Robert-F-Hillary_Incident_COPD_Basic_model
cg24872782,0.027,0.00481,3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg09069072,-0.023,0.00277,6.1e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg26124980,0.021,0.0047,7.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg21851672,0.031,0.00552,1.4e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg22216413,0.021,0.00324,2.2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg27635069,0.026,0.0053,7.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg17329287,0.018,0.00436,5.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg19618279,-0.032,0.00558,1.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg19390934,-0.04,0.00569,3.9e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg00907288,0.017,0.00423,6.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22065614,0.028,0.00321,1e-18,Robert-F-Hillary_Incident_COPD_Basic_model
cg09642825,-0.029,0.00508,2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg10717691,0.026,0.00411,2.2e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg24933645,0.026,0.00464,1.2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg26355072,0.019,0.00482,9.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg03117976,0.018,0.00249,1.7e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg26348995,0.021,0.00416,5.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg00253658,0.022,0.00269,8.2e-16,Robert-F-Hillary_Incident_COPD_Basic_model
cg15908921,0.02,0.00479,2.3e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14002960,0.022,0.00506,1.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg13368756,0.016,0.0039,3.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg24996179,0.017,0.00413,6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg19697558,0.024,0.0047,3.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg18947360,0.02,0.00481,4.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05673756,0.02,0.00364,2.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg25754958,-0.029,0.00383,3e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg10263682,0.025,0.00521,2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg21053831,0.023,0.00325,3.6e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg10479082,0.03,0.00403,1.7e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg00095594,0.017,0.00382,1.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg22897141,-0.024,0.00331,5.2e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg26354221,0.028,0.00585,2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg03451670,0.025,0.00301,4.5e-17,Robert-F-Hillary_Incident_COPD_Basic_model
cg18559579,0.027,0.00581,2.7e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg04347874,0.025,0.00377,6.1e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg26192309,-0.027,0.00495,5.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg14410964,0.027,0.0066,5.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12065366,0.026,0.00324,1.2e-15,Robert-F-Hillary_Incident_COPD_Basic_model
cg22557662,0.024,0.004,1.2e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg12708802,-0.023,0.00505,8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg09776718,0.021,0.00431,9.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg16810054,0.03,0.00488,1.4e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg05251676,0.024,0.00305,2.2e-15,Robert-F-Hillary_Incident_COPD_Basic_model
cg05877788,-0.019,0.00458,4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg26387619,0.022,0.00448,1.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg08880054,-0.023,0.00534,2.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg25203031,0.036,0.00473,4.4e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg20684110,-0.061,0.00548,6.8e-29,Robert-F-Hillary_Incident_COPD_Basic_model
cg14875171,0.025,0.00331,2e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg26351229,0.028,0.00571,1.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg10092878,0.02,0.004,3.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg22856324,0.011,0.00285,7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg01832036,0.017,0.00402,2.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg02333852,0.02,0.0043,2.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg17107691,-0.018,0.00455,4.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg04813697,-0.056,0.00575,1.4e-22,Robert-F-Hillary_Incident_COPD_Basic_model
cg11606444,0.044,0.00713,8.3e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg17953764,0.023,0.00551,3.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg25235766,0.014,0.0035,8.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg13092806,0.019,0.00344,3.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg19908812,0.024,0.00327,5.9e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg17075502,-0.023,0.00586,9.4e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05835105,0.023,0.00396,4.1e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg22014887,-0.019,0.00427,1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg18631996,0.026,0.00579,6.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg15427886,0.018,0.00245,5.7e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg02523640,0.017,0.00283,2.8e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg12230728,0.027,0.00509,6.7e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg23664926,-0.017,0.00321,5.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg12325536,0.03,0.00505,5.1e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg14964327,0.022,0.00399,4.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg27090062,0.021,0.00498,2.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg12903924,-0.024,0.00606,8.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg23944251,0.03,0.0045,2.7e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg03590328,0.048,0.00892,7.9e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg26885220,0.017,0.0041,2.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg26067203,0.014,0.00364,9.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg26516004,-0.016,0.00346,3e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg08782899,-0.035,0.00619,1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg27045447,0.024,0.00426,1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg16529268,0.016,0.004,6.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg07972541,-0.028,0.00561,7.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg11322797,0.012,0.00233,2.1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg02003183,0.04,0.00394,1.5e-23,Robert-F-Hillary_Incident_COPD_Basic_model
cg16256390,-0.03,0.00517,6.9e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg23606718,0.022,0.00552,4.7e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg23883696,0.027,0.0035,2.9e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg03143886,0.022,0.00525,2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg27553947,-0.032,0.0065,9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg07847863,0.02,0.00331,1.9e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg10530851,0.025,0.00374,1e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg24757533,-0.025,0.00375,3.6e-11,Robert-F-Hillary_Incident_COPD_Basic_model
cg12364324,0.02,0.00397,5.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg03070187,-0.041,0.00791,2.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg03419014,-0.015,0.00348,1.9e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg25526061,-0.024,0.00521,3.7e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg05003599,-0.017,0.00383,1.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14179389,-0.045,0.00325,1.8e-43,Robert-F-Hillary_Incident_COPD_Basic_model
cg17848515,-0.026,0.00542,1.6e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg22242842,-0.03,0.00413,2.8e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg00344900,0.022,0.00452,1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg20109541,0.02,0.00398,6.3e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg14347199,0.022,0.00321,2.7e-12,Robert-F-Hillary_Incident_COPD_Basic_model
cg03252829,0.026,0.00437,1.5e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg09792881,0.021,0.00417,3.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg11344352,-0.033,0.00549,1.6e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg00759807,-0.031,0.00579,7.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg20274950,0.027,0.00502,9.3e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg11867257,0.02,0.0046,1.5e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg24704287,-0.043,0.00444,2.6e-22,Robert-F-Hillary_Incident_COPD_Basic_model
cg04917181,0.012,0.0022,1.1e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg22698028,0.03,0.00475,3.1e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg07703401,0.025,0.00473,1.4e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg15402210,0.024,0.00414,7.4e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg16722964,0.018,0.00302,3.8e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg13272701,0.016,0.00413,7.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg21700332,0.023,0.00399,1.7e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg26114043,0.015,0.0024,4.3e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg05007375,-0.029,0.00624,4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg19419291,-0.023,0.00391,2.7e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg03120475,0.029,0.0062,2.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg03345093,0.022,0.00467,1.8e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg26827373,0.017,0.00326,3.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg14565725,0.026,0.00647,5.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg14730445,0.014,0.00296,2.2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg21878275,0.028,0.00369,3e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg24169669,0.013,0.00302,1.1e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg05081629,-0.031,0.00692,7.1e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg15909981,0.028,0.00509,2.5e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg14354820,-0.045,0.00806,2e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg17712694,0.023,0.00321,3.1e-13,Robert-F-Hillary_Incident_COPD_Basic_model
cg15132565,0.024,0.00428,3.1e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg19098763,0.02,0.00425,4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg10659886,0.024,0.00561,1.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg08032924,0.013,0.00278,1.5e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg21426003,0.027,0.00323,1.6e-16,Robert-F-Hillary_Incident_COPD_Basic_model
cg00152008,0.03,0.0061,7.7e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg15316206,0.016,0.00381,2.8e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg09476997,0.024,0.00402,1.8e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg11222173,0.023,0.00573,8.6e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg00916884,0.024,0.00247,1.6e-21,Robert-F-Hillary_Incident_COPD_Basic_model
cg13904970,0.012,0.00218,1.6e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg19324437,0.027,0.00536,5.9e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg08263398,0.019,0.0047,7.2e-05,Robert-F-Hillary_Incident_COPD_Basic_model
cg08855288,0.02,0.00331,3.1e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg10059660,0.022,0.0044,8.2e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg16918905,0.024,0.00436,5.9e-08,Robert-F-Hillary_Incident_COPD_Basic_model
cg21854952,0.038,0.00503,3.5e-14,Robert-F-Hillary_Incident_COPD_Basic_model
cg24969942,0.02,0.00322,6.9e-10,Robert-F-Hillary_Incident_COPD_Basic_model
cg14750948,0.025,0.00521,2e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg13934406,-0.021,0.00369,9.4e-09,Robert-F-Hillary_Incident_COPD_Basic_model
cg06477444,-0.029,0.00573,3.8e-07,Robert-F-Hillary_Incident_COPD_Basic_model
cg09534489,0.024,0.00507,2.4e-06,Robert-F-Hillary_Incident_COPD_Basic_model
cg24403845,0.019,0.00258,9.4e-14,Robert-F-Hillary_Incident_COPD_Basic_model
