CpG,Beta,SE,P,StudyID
cg20322093,0.021,0.00532,5.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10965178,0.03,0.00753,5.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23079012,-0.019,0.00318,5.4e-09,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03890691,0.016,0.00355,4.2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16374999,0.017,0.00409,2.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08523384,0.02,0.00475,3.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg06672737,0.022,0.0049,6.7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01975495,0.025,0.0055,5.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04768479,0.022,0.00525,2.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14076195,0.011,0.00259,4.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21227253,0.041,0.00916,8.6e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13860849,-0.029,0.00738,6.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09628962,0.021,0.00533,6.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg06556702,0.02,0.00494,5.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09763644,0.025,0.00603,2.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03612357,-0.024,0.00625,9.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18503679,0.0096,0.00206,3.2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg02150077,0.014,0.00342,6.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg06745030,0.023,0.00525,1.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12634306,0.015,0.00329,9.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25037335,0.011,0.00273,8.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25596405,0.028,0.00708,5.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13796381,0.022,0.00507,2.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07515565,0.014,0.00319,7.7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01558110,0.027,0.00591,7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00944421,0.011,0.00227,9.4e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13622265,0.015,0.00311,7.5e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22635676,0.006,0.00135,7.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07718903,0.026,0.00593,1.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg17453840,0.016,0.004,5.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23315424,0.042,0.01024,4.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14991769,0.016,0.00408,9.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26878209,0.026,0.00639,5.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10717312,0.017,0.00382,1.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21791017,0.023,0.00575,7.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21375204,0.024,0.00567,1.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11429111,0.017,0.00405,3.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg05825244,0.0093,0.00194,1.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14023999,0.031,0.00767,6.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07021906,0.028,0.00636,7.7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16400794,0.017,0.0039,8.9e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09018739,0.046,0.00954,1.6e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg02611863,-0.034,0.00715,1.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27111444,0.024,0.00599,8.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15215033,0.032,0.00762,3.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19719391,0.033,0.00763,2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10044470,-0.028,0.00629,1.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23480021,-0.012,0.00223,4.8e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg17024919,0.014,0.00314,3.8e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04367503,0.025,0.00391,3.3e-10,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07835154,0.049,0.01186,3.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08243524,0.02,0.0046,1.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20892847,0.032,0.00608,1.9e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12491115,0.041,0.00923,7.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11808699,-0.019,0.00463,2.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07041748,0.02,0.00515,9.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15653855,0.029,0.00733,7.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13511324,-0.025,0.00603,3.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19859270,-0.032,0.00634,4.1e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19341656,0.048,0.01171,4.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26082202,-0.016,0.00384,4.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10471743,-0.023,0.0057,7.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg06321596,-0.019,0.00487,9.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg17501210,-0.03,0.00553,3.6e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23046919,-0.017,0.00398,1.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21473814,-0.03,0.0062,1.1e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26211349,-0.02,0.00505,7.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21145686,0.047,0.01182,6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25031824,-0.039,0.00928,3.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00178928,0.061,0.0125,9.9e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19784428,-0.021,0.0049,1.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20249566,-0.02,0.00473,3.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg17100176,0.048,0.01087,9.6e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16405432,-0.033,0.00788,2.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04197371,-0.03,0.00698,2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg05581469,-0.024,0.00586,3.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23510131,0.043,0.0109,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12428416,0.038,0.00818,2.9e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg24859433,-0.05,0.00711,2.2e-12,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14479798,0.017,0.00428,4.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14266248,0.046,0.01137,4.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg05356319,0.022,0.0049,4.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19190487,0.02,0.00504,7.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15342087,-0.041,0.00728,1.5e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26077378,0.015,0.00312,7.3e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22513528,0.033,0.00799,4.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27151362,0.029,0.00719,4.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00453717,-0.028,0.00637,1.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12992827,-0.022,0.00518,1.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03985415,0.037,0.00938,8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15011409,0.017,0.00396,1.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01278041,0.016,0.00325,6.7e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14580211,-0.035,0.00686,2.4e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03131366,-0.029,0.00574,4.2e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01762581,0.028,0.005,3.4e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00508575,0.032,0.00806,7.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22510139,0.03,0.00689,1.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18050903,0.045,0.00914,9.6e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04286697,0.036,0.00804,6.9e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01894038,-0.03,0.00728,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11606261,-0.024,0.00616,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg24387126,0.037,0.0077,1.2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22277296,0.031,0.00678,3.7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09613192,0.027,0.00524,2.8e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16158874,0.059,0.01058,3e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13277939,-0.026,0.00657,7.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04843461,0.034,0.00778,1.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08010546,0.046,0.01137,4.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09453636,0.023,0.00527,1.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15169121,0.023,0.00559,4.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03249630,-0.027,0.00664,5.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25103337,-0.032,0.00782,5.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04981619,0.019,0.00439,1.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg24012880,-0.028,0.00716,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22509504,0.033,0.00796,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22159835,0.035,0.00883,8.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23387401,-0.033,0.00546,2.7e-09,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00391247,0.042,0.00983,1.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21279874,0.033,0.00687,1.8e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03553407,-0.017,0.00383,7.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15404019,-0.037,0.00871,2.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23288755,-0.025,0.00645,8.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg24135793,0.03,0.00593,3.2e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23777479,0.02,0.00503,7.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00034755,0.03,0.00755,8.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26188726,0.029,0.00576,5.8e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00485194,0.015,0.00376,5.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27569858,0.027,0.00654,3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10975863,0.039,0.00762,4.4e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10851168,0.037,0.00802,5.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20426710,-0.018,0.00461,7.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09256832,0.03,0.00729,4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg05726109,0.015,0.00378,5.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12126990,0.033,0.00753,1.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27095915,0.014,0.00344,4.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26624914,0.028,0.007,6.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00136477,0.04,0.00817,1.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10368128,-0.014,0.00341,3.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03915012,-0.02,0.00511,6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10623219,0.036,0.00751,2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27338353,-0.026,0.00639,4.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03173502,-0.018,0.0042,1.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13599613,-0.026,0.00615,2.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg05021589,0.029,0.00706,3.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26607031,-0.031,0.00586,1.6e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04502620,0.021,0.00542,8.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15228441,-0.027,0.00598,5.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20226764,0.026,0.00648,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12024104,-0.041,0.00983,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11127915,0.021,0.00357,8.9e-09,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg06035456,0.022,0.0053,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07558761,0.033,0.00825,5.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg06690548,-0.016,0.00396,7.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10988513,0.046,0.01161,6.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25226555,-0.013,0.00322,6.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20951444,0.05,0.00886,1.3e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11399254,-0.031,0.00741,2.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07346187,-0.03,0.00715,3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07168526,-0.026,0.00611,1.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16489809,-0.028,0.00592,2.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04520704,0.029,0.00704,4.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04970434,-0.03,0.00716,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26957150,0.032,0.00811,8.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27296341,-0.022,0.0047,2.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11207515,0.017,0.0038,5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg02657160,-0.046,0.00858,1.2e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09004241,0.032,0.00781,4.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09906857,0.051,0.01141,9e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21209091,0.025,0.00571,1.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01071811,-0.03,0.00759,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg17149103,0.022,0.0056,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07638857,0.021,0.00542,8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20785560,0.023,0.0048,2.7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16548911,-0.024,0.00605,7.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21460582,0.041,0.00881,3.5e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08969220,0.043,0.00864,5.1e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg24750156,0.026,0.00579,6.2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18214661,-0.024,0.00561,1.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21120249,-0.037,0.008,4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20543544,0.013,0.00297,7.1e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26002437,-0.024,0.00575,3.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14541801,0.011,0.00256,1.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23648810,0.018,0.00452,9.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21946195,-0.035,0.00832,2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg02319392,0.042,0.01061,8.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18548879,-0.031,0.00769,6.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26242531,-0.043,0.00724,3.8e-09,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04459939,0.021,0.00504,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25556035,0.027,0.0065,2.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg01439754,0.04,0.00936,1.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08370173,0.032,0.00765,2.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00220225,0.022,0.00514,1.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10742523,0.021,0.00514,3.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22032961,0.048,0.00952,4e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg22910295,0.019,0.00445,2.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15614653,-0.028,0.00682,4.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14074251,0.022,0.00542,6.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19695507,0.02,0.0043,4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20339859,0.033,0.00786,3.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg08614334,0.019,0.00487,6.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg05194346,-0.029,0.00551,9.9e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26893699,-0.023,0.00529,1.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26718213,0.0095,0.00228,2.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07196577,0.042,0.00895,3.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00165394,0.059,0.01485,6.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11656478,0.022,0.00561,7.8e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03636183,-0.036,0.00671,5.8e-08,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04492193,0.021,0.00545,8.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg21994822,-0.027,0.00665,6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04411201,-0.026,0.00674,9.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18210365,0.03,0.00753,7.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15962197,0.039,0.01006,8.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg27293155,0.033,0.00702,2.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07777270,0.022,0.00558,7.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg04203702,0.024,0.00595,4.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg16685388,-0.011,0.00269,5.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10904740,0.022,0.00542,4.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26428830,0.022,0.00511,1.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25531478,0.019,0.0046,5.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15693572,-0.013,0.00279,3.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26458452,0.033,0.00802,3.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg13547053,0.023,0.00561,3.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18696027,-0.024,0.00542,6.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12828729,0.025,0.00626,5.9e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11556164,-0.021,0.00526,9.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg07970325,0.051,0.01079,2.6e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25342125,0.023,0.00576,8.4e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26385283,0.044,0.00859,3.7e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19154600,0.033,0.00823,6.2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg03546163,-0.02,0.0041,6.2e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg00634542,0.044,0.01075,3.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg10843276,-0.02,0.00443,5.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg25292882,-0.022,0.00551,4.6e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg26811385,0.022,0.00549,4.7e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12164922,0.017,0.00401,1.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg12613020,0.02,0.00452,9.3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14469436,0.05,0.01274,9.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14757107,0.019,0.00472,5.3e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11629830,-0.023,0.00519,7.2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg23083424,0.049,0.00973,5.1e-07,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg18897025,-0.028,0.00609,4.7e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg15736994,0.023,0.00551,3.1e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg19071879,0.023,0.0057,4.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg14592365,0.033,0.00724,4.4e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg11357534,0.02,0.0044,8.2e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg20954977,0.027,0.00586,3e-06,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09862711,-0.02,0.00477,2e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
cg09676376,0.054,0.01352,7.5e-05,Robert-F-Hillary_Incident_COPD_Fully-adjusted_model
