CpG,Beta,SE,P,StudyID
cg09152259,-0.047,,7.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27023597,-0.064,,5.7e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12368752,0.046,,3.6e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00382138,-0.058,,6.9e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00508575,0.04,,2.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20494738,0.024,,9.5e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05272827,0.043,,1.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23580000,0.046,,6e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg22688566,0.043,,1.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04255937,0.033,,3.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15466952,-0.045,,7.4e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25130381,0.03,,8.6e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02666020,0.038,,1.5e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19821297,-0.05,,4.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05166473,0.03,,9.6e-08,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00271311,0.035,,2.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26663590,0.052,,4.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16743273,0.037,,3.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09349128,-0.039,,3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20962215,-0.029,,1.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21840434,0.025,,9.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg18545991,0.033,,1.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24773560,0.038,,7.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00159243,-0.032,,1.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12620005,-0.027,,7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08843902,0.037,,1.8e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09610644,0.052,,3.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04254886,0.021,,6.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13781414,-0.036,,2.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25445707,0.035,,1.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04610187,-0.04,,4.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25362050,-0.027,,4.9e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08553913,0.022,,5.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08539067,-0.012,,1.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02879453,0.048,,3.5e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17580045,-0.014,,1e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08640498,0.031,,1.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21373806,0.024,,8.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg22155039,0.05,,7.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16586538,0.046,,9.1e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23186534,0.014,,6.5e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23842572,0.033,,3.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01538969,0.054,,4.7e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27365342,0.043,,1.5e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08422803,0.042,,1.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14780070,0.044,,3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02797539,0.039,,8.6e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03014628,0.007,,6.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16097041,0.036,,2.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg18721397,-0.064,,3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21865762,0.033,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17108423,0.044,,3.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13133304,0.017,,2.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12949547,0.04,,5.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14303526,0.039,,5.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17953136,0.056,,1.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08766770,0.038,,1.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25580581,-0.042,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17980786,0.04,,3.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg18513344,-0.034,,2.1e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06291107,0.031,,1.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03845363,-0.032,,1.1e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg23935522,0.044,,8.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16292768,-0.053,,6.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20299572,0.043,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07340241,0.051,,2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13821176,0.043,,2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09548275,0.035,,6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20697417,0.042,,3.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24437104,-0.028,,2.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17781958,0.052,,1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07884764,0.033,,8.5e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg11250194,-0.046,,1.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24402667,0.035,,1.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03574306,0.046,,3.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09662798,0.03,,9.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12424624,0.041,,4.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25432300,0.046,,3.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20918393,0.022,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07835154,0.028,,1.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09322573,0.042,,1.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13567986,0.038,,9.1e-07,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13772414,0.044,,4.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00753676,0.028,,2.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01177100,0.039,,1.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14886629,0.023,,2.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg11297046,0.031,,1.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25739715,-0.01,,2.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17330097,0.038,,1.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02203067,0.041,,1.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03940776,-0.029,,7.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06724236,0.047,,1.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg08938793,-0.029,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00034755,0.043,,7.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04389058,-0.041,,4.5e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10499974,0.043,,3.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12658897,0.021,,1.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10585586,0.036,,8.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00782811,0.042,,7.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21370522,0.048,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27310092,-0.049,,3.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27208925,0.037,,2.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20406979,0.051,,4.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05670193,0.034,,1.9e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10437839,0.042,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14555350,-0.011,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05045702,0.027,,5.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15706657,0.043,,1.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04323925,0.037,,7.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg17281677,0.037,,4.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26340740,0.052,,3.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02295216,0.041,,8.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg11091012,0.024,,9.4e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00259742,0.028,,2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03746015,-0.047,,3.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09171692,0.027,,1.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25392060,0.042,,6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10368935,0.064,,9.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03214715,0.023,,5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg01418351,0.039,,1.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg03512414,0.024,,2.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12126990,0.031,,3.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16739178,0.044,,1.5e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07148145,0.031,,2.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02667577,0.02,,8.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg27049094,0.056,,1.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg05647891,0.054,,2.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07830855,0.033,,1.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg14237301,0.042,,1.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg06574960,0.032,,2.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg18290775,0.023,,7.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15011409,0.049,,8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04986899,0.031,,2.5e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13707793,0.009,,4.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15459165,0.032,,2.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg24165121,-0.04,,8.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg04853218,0.038,,9.6e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12325605,0.042,,3.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21337881,0.032,,4.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg25325512,-0.082,,6.8e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg11032810,-0.025,,9.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg12728588,0.024,,3.5e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg07558761,0.037,,9.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09035925,0.053,,1.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10926330,-0.035,,2.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg21683390,0.052,,9.2e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15537056,0.034,,5.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09912552,0.049,,2.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg13663945,0.03,,4.3e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg15614653,-0.031,,5.7e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg20141108,0.046,,2.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg16805291,0.061,,1.4e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg09929238,0.058,,5.2e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26404226,0.047,,1.3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19695507,0.031,,3e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg26562462,-0.029,,4.9e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg10787197,0.048,,1.8e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg00705600,-0.038,,4.1e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg19872681,0.024,,3.7e-06,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
cg02241160,0.028,,1.6e-05,30779925_Somineni-H_crohn_s_disease_inflammatory_crohn_s_disease
