CpG,Beta,SE,P,StudyID
cg25393284,-0.256,,6.1e-09,29278407_Geurts-YM_bmi_discovery
ch.1.171672612F,-0.271,,6.6e-09,29278407_Geurts-YM_bmi_discovery
cg26361535,0.247,,6.9e-09,29278407_Geurts-YM_bmi_discovery
cg10927968,0.251,,7.4e-09,29278407_Geurts-YM_bmi_discovery
cg14145338,0.167,,7.4e-09,29278407_Geurts-YM_bmi_discovery
cg20782117,-0.155,,7.7e-09,29278407_Geurts-YM_bmi_discovery
cg25130381,0.125,,8.1e-09,29278407_Geurts-YM_bmi_discovery
cg26315985,-0.22,,8.3e-09,29278407_Geurts-YM_bmi_discovery
cg02641539,-0.138,,8.4e-09,29278407_Geurts-YM_bmi_discovery
cg06092310,0.19,,8.9e-09,29278407_Geurts-YM_bmi_discovery
cg24550880,0.122,,9.1e-09,29278407_Geurts-YM_bmi_discovery
cg02056751,0.156,,9.4e-09,29278407_Geurts-YM_bmi_discovery
cg06810647,0.23,,9.5e-09,29278407_Geurts-YM_bmi_discovery
cg03717755,0.201,,9.6e-09,29278407_Geurts-YM_bmi_discovery
cg06946797,-0.257,,9.8e-09,29278407_Geurts-YM_bmi_discovery
cg11658419,0.216,,1.1e-08,29278407_Geurts-YM_bmi_discovery
cg22695729,0.194,,1.1e-08,29278407_Geurts-YM_bmi_discovery
cg20494738,0.338,,1.1e-08,29278407_Geurts-YM_bmi_discovery
cg21242002,-0.167,,1.1e-08,29278407_Geurts-YM_bmi_discovery
cg00826902,0.257,,1.2e-08,29278407_Geurts-YM_bmi_discovery
cg03318904,0.177,,1.2e-08,29278407_Geurts-YM_bmi_discovery
cg13606255,-0.139,,1.2e-08,29278407_Geurts-YM_bmi_discovery
cg11554650,-0.097,,1.3e-08,29278407_Geurts-YM_bmi_discovery
cg13097800,-0.14,,1.4e-08,29278407_Geurts-YM_bmi_discovery
cg05242915,0.328,,1.4e-08,29278407_Geurts-YM_bmi_discovery
cg11574975,0.295,,1.4e-08,29278407_Geurts-YM_bmi_discovery
cg10987503,0.177,,1.4e-08,29278407_Geurts-YM_bmi_discovery
cg19360907,0.233,,1.4e-08,29278407_Geurts-YM_bmi_discovery
cg23032421,-0.203,,1.5e-08,29278407_Geurts-YM_bmi_discovery
cg13558754,0.209,,1.5e-08,29278407_Geurts-YM_bmi_discovery
cg10601624,-0.206,,1.5e-08,29278407_Geurts-YM_bmi_discovery
cg01117339,-0.182,,1.6e-08,29278407_Geurts-YM_bmi_discovery
cg02734358,-0.216,,1.6e-08,29278407_Geurts-YM_bmi_discovery
cg27063372,0.227,,1.7e-08,29278407_Geurts-YM_bmi_discovery
cg05922563,0.188,,1.8e-08,29278407_Geurts-YM_bmi_discovery
cg00567854,0.165,,1.8e-08,29278407_Geurts-YM_bmi_discovery
cg03346692,-0.218,,1.9e-08,29278407_Geurts-YM_bmi_discovery
cg08788930,0.192,,1.9e-08,29278407_Geurts-YM_bmi_discovery
cg22446998,-0.181,,1.9e-08,29278407_Geurts-YM_bmi_discovery
cg10505902,-0.17,,2e-08,29278407_Geurts-YM_bmi_discovery
cg04583842,0.235,,2e-08,29278407_Geurts-YM_bmi_discovery
cg00695799,-0.251,,2.1e-08,29278407_Geurts-YM_bmi_discovery
cg05441854,0.31,,2.1e-08,29278407_Geurts-YM_bmi_discovery
cg03957124,-0.146,,2.1e-08,29278407_Geurts-YM_bmi_discovery
cg16140253,0.139,,2.2e-08,29278407_Geurts-YM_bmi_discovery
cg22707529,0.278,,2.2e-08,29278407_Geurts-YM_bmi_discovery
cg18119407,-0.125,,2.2e-08,29278407_Geurts-YM_bmi_discovery
cg01543603,0.273,,2.2e-08,29278407_Geurts-YM_bmi_discovery
cg21920570,0.198,,2.3e-08,29278407_Geurts-YM_bmi_discovery
cg26687842,0.172,,2.4e-08,29278407_Geurts-YM_bmi_discovery
cg02940165,0.199,,2.5e-08,29278407_Geurts-YM_bmi_discovery
cg03607951,0.241,,2.5e-08,29278407_Geurts-YM_bmi_discovery
cg04858631,0.223,,2.8e-08,29278407_Geurts-YM_bmi_discovery
cg06872964,0.206,,2.9e-08,29278407_Geurts-YM_bmi_discovery
cg08244301,0.188,,3.2e-08,29278407_Geurts-YM_bmi_discovery
cg25600410,-0.168,,3.2e-08,29278407_Geurts-YM_bmi_discovery
cg19373099,0.269,,3.3e-08,29278407_Geurts-YM_bmi_discovery
cg08594681,0.251,,3.5e-08,29278407_Geurts-YM_bmi_discovery
cg01798813,0.262,,3.6e-08,29278407_Geurts-YM_bmi_discovery
cg26562921,0.131,,3.6e-08,29278407_Geurts-YM_bmi_discovery
cg19016694,-0.123,,3.6e-08,29278407_Geurts-YM_bmi_discovery
cg24420089,0.165,,3.7e-08,29278407_Geurts-YM_bmi_discovery
cg22953759,-0.209,,3.7e-08,29278407_Geurts-YM_bmi_discovery
cg04424621,-0.269,,3.7e-08,29278407_Geurts-YM_bmi_discovery
cg00184953,-0.24,,3.9e-08,29278407_Geurts-YM_bmi_discovery
cg20181887,0.178,,4.1e-08,29278407_Geurts-YM_bmi_discovery
cg14992144,0.169,,4.1e-08,29278407_Geurts-YM_bmi_discovery
cg08305942,-0.189,,4.1e-08,29278407_Geurts-YM_bmi_discovery
cg12623364,0.178,,4.2e-08,29278407_Geurts-YM_bmi_discovery
cg25607249,-0.266,,4.2e-08,29278407_Geurts-YM_bmi_discovery
cg19211853,-0.315,,4.2e-08,29278407_Geurts-YM_bmi_discovery
cg12194745,0.158,,4.2e-08,29278407_Geurts-YM_bmi_discovery
cg11832534,0.227,,4.4e-08,29278407_Geurts-YM_bmi_discovery
cg12338137,-0.206,,4.4e-08,29278407_Geurts-YM_bmi_discovery
cg19566658,0.157,,4.7e-08,29278407_Geurts-YM_bmi_discovery
cg09915396,0.147,,4.8e-08,29278407_Geurts-YM_bmi_discovery
cg02050917,0.163,,4.9e-08,29278407_Geurts-YM_bmi_discovery
cg22805381,-0.2,,4.9e-08,29278407_Geurts-YM_bmi_discovery
cg19695507,0.283,,4.9e-08,29278407_Geurts-YM_bmi_discovery
cg11525020,-0.243,,5e-08,29278407_Geurts-YM_bmi_discovery
cg13641690,-0.126,,5e-08,29278407_Geurts-YM_bmi_discovery
cg13784312,-0.19,,5.5e-08,29278407_Geurts-YM_bmi_discovery
cg04347477,0.187,,5.6e-08,29278407_Geurts-YM_bmi_discovery
cg11071202,0.177,,5.6e-08,29278407_Geurts-YM_bmi_discovery
cg00050692,-0.137,,5.7e-08,29278407_Geurts-YM_bmi_discovery
cg11202345,0.217,,5.9e-08,29278407_Geurts-YM_bmi_discovery
cg05339976,-0.222,,6e-08,29278407_Geurts-YM_bmi_discovery
cg09664445,0.147,,6e-08,29278407_Geurts-YM_bmi_discovery
cg07563400,0.156,,6.1e-08,29278407_Geurts-YM_bmi_discovery
cg10822172,0.127,,6.2e-08,29278407_Geurts-YM_bmi_discovery
cg23679992,-0.152,,6.3e-08,29278407_Geurts-YM_bmi_discovery
cg06096336,0.178,,6.3e-08,29278407_Geurts-YM_bmi_discovery
cg08944236,0.14,,6.5e-08,29278407_Geurts-YM_bmi_discovery
cg21113318,0.129,,6.6e-08,29278407_Geurts-YM_bmi_discovery
cg12484113,0.115,,6.6e-08,29278407_Geurts-YM_bmi_discovery
cg18172751,-0.16,,6.7e-08,29278407_Geurts-YM_bmi_discovery
cg04560098,-0.105,,6.7e-08,29278407_Geurts-YM_bmi_discovery
cg16258657,-0.22,,6.7e-08,29278407_Geurts-YM_bmi_discovery
cg10151085,0.165,,6.8e-08,29278407_Geurts-YM_bmi_discovery
cg15416877,0.166,,6.9e-08,29278407_Geurts-YM_bmi_discovery
cg01492538,0.131,,7e-08,29278407_Geurts-YM_bmi_discovery
cg16520815,0.208,,7e-08,29278407_Geurts-YM_bmi_discovery
cg08972190,0.219,,7.1e-08,29278407_Geurts-YM_bmi_discovery
cg07573872,-0.185,,7.4e-08,29278407_Geurts-YM_bmi_discovery
cg25649826,0.145,,7.4e-08,29278407_Geurts-YM_bmi_discovery
cg11376147,-0.139,,7.5e-08,29278407_Geurts-YM_bmi_discovery
cg06100161,-0.2,,7.7e-08,29278407_Geurts-YM_bmi_discovery
cg06207201,-0.128,,7.7e-08,29278407_Geurts-YM_bmi_discovery
cg14237301,0.221,,7.9e-08,29278407_Geurts-YM_bmi_discovery
cg02211741,0.152,,8e-08,29278407_Geurts-YM_bmi_discovery
cg06506868,-0.189,,8e-08,29278407_Geurts-YM_bmi_discovery
cg13123009,0.108,,8.5e-08,29278407_Geurts-YM_bmi_discovery
cg04545296,0.3,,8.6e-08,29278407_Geurts-YM_bmi_discovery
cg13997435,-0.141,,8.6e-08,29278407_Geurts-YM_bmi_discovery
cg19837174,-0.159,,8.8e-08,29278407_Geurts-YM_bmi_discovery
cg25104397,0.179,,9e-08,29278407_Geurts-YM_bmi_discovery
cg01413354,-0.313,,9.1e-08,29278407_Geurts-YM_bmi_discovery
cg05915981,0.126,,9.8e-08,29278407_Geurts-YM_bmi_discovery
cg17903229,-0.119,,9.8e-08,29278407_Geurts-YM_bmi_discovery
cg25392060,0.133,,1.2e-07,29278407_Geurts-YM_bmi_discovery
cg26950531,-0.359,,1.2e-07,29278407_Geurts-YM_bmi_discovery
cg17782974,0.281,,1.5e-07,29278407_Geurts-YM_bmi_discovery
cg04011474,-0.202,,1.7e-07,29278407_Geurts-YM_bmi_discovery
cg10922280,0.14,,1.9e-07,29278407_Geurts-YM_bmi_discovery
cg17287155,0.192,,1.9e-07,29278407_Geurts-YM_bmi_discovery
cg01751802,0.175,,1.9e-07,29278407_Geurts-YM_bmi_discovery
cg06876354,0.095,,2.2e-07,29278407_Geurts-YM_bmi_discovery
cg02079413,0.246,,2.4e-07,29278407_Geurts-YM_bmi_discovery
cg09276842,-0.306,,2.5e-07,29278407_Geurts-YM_bmi_discovery
cg18120259,-0.159,,2.6e-07,29278407_Geurts-YM_bmi_discovery
cg07769588,0.136,,2.6e-07,29278407_Geurts-YM_bmi_discovery
cg16246545,-0.157,,2.7e-07,29278407_Geurts-YM_bmi_discovery
cg18098839,-0.259,,2.8e-07,29278407_Geurts-YM_bmi_discovery
cg09349128,-0.138,,2.8e-07,29278407_Geurts-YM_bmi_discovery
cg07037944,-0.144,,3.1e-07,29278407_Geurts-YM_bmi_discovery
cg16395997,0.169,,3.4e-07,29278407_Geurts-YM_bmi_discovery
cg02417857,0.268,,3.8e-07,29278407_Geurts-YM_bmi_discovery
cg07202479,-0.111,,4.1e-07,29278407_Geurts-YM_bmi_discovery
cg03218374,0.253,,4.3e-07,29278407_Geurts-YM_bmi_discovery
cg03159676,0.196,,4.4e-07,29278407_Geurts-YM_bmi_discovery
cg26651978,-0.145,,4.9e-07,29278407_Geurts-YM_bmi_discovery
cg16815882,0.098,,5.3e-07,29278407_Geurts-YM_bmi_discovery
cg22488164,0.194,,5.4e-07,29278407_Geurts-YM_bmi_discovery
cg00711896,0.33,,6e-07,29278407_Geurts-YM_bmi_discovery
cg14870271,0.158,,6.4e-07,29278407_Geurts-YM_bmi_discovery
cg09315878,-0.247,,8.5e-07,29278407_Geurts-YM_bmi_discovery
cg27184903,0.119,,8.6e-07,29278407_Geurts-YM_bmi_discovery
cg17178175,-0.163,,8.7e-07,29278407_Geurts-YM_bmi_discovery
cg10508317,-0.274,,9.6e-07,29278407_Geurts-YM_bmi_discovery
cg13922488,0.094,,1e-06,29278407_Geurts-YM_bmi_discovery
cg00138407,0.168,,1e-06,29278407_Geurts-YM_bmi_discovery
cg03747456,-0.147,,1e-06,29278407_Geurts-YM_bmi_discovery
cg01881899,0.259,,1.2e-06,29278407_Geurts-YM_bmi_discovery
cg01101459,0.142,,1.5e-06,29278407_Geurts-YM_bmi_discovery
cg08548559,-0.205,,1.5e-06,29278407_Geurts-YM_bmi_discovery
cg00547480,0.112,,1.7e-06,29278407_Geurts-YM_bmi_discovery
cg26836479,-0.176,,1.8e-06,29278407_Geurts-YM_bmi_discovery
cg05778424,0.143,,1.9e-06,29278407_Geurts-YM_bmi_discovery
cg27547344,0.095,,2.1e-06,29278407_Geurts-YM_bmi_discovery
cg00222799,0.133,,2.3e-06,29278407_Geurts-YM_bmi_discovery
cg09831562,0.281,,2.3e-06,29278407_Geurts-YM_bmi_discovery
cg01511901,-0.158,,2.4e-06,29278407_Geurts-YM_bmi_discovery
cg27117792,-0.193,,2.4e-06,29278407_Geurts-YM_bmi_discovery
cg11969813,0.193,,2.8e-06,29278407_Geurts-YM_bmi_discovery
cg07728579,0.158,,3e-06,29278407_Geurts-YM_bmi_discovery
cg23866916,-0.118,,3e-06,29278407_Geurts-YM_bmi_discovery
cg07682160,0.141,,3.3e-06,29278407_Geurts-YM_bmi_discovery
cg27115863,-0.148,,4.1e-06,29278407_Geurts-YM_bmi_discovery
cg00994936,0.257,,4.2e-06,29278407_Geurts-YM_bmi_discovery
cg27146050,0.144,,4.5e-06,29278407_Geurts-YM_bmi_discovery
cg17971578,-0.184,,5e-06,29278407_Geurts-YM_bmi_discovery
cg27614723,0.115,,5.2e-06,29278407_Geurts-YM_bmi_discovery
cg06559575,-0.146,,5.2e-06,29278407_Geurts-YM_bmi_discovery
cg10474597,0.182,,5.3e-06,29278407_Geurts-YM_bmi_discovery
cg22143698,0.18,,5.8e-06,29278407_Geurts-YM_bmi_discovery
cg08726900,-0.211,,6.1e-06,29278407_Geurts-YM_bmi_discovery
cg07730360,0.154,,6.1e-06,29278407_Geurts-YM_bmi_discovery
cg09554443,-0.138,,6.5e-06,29278407_Geurts-YM_bmi_discovery
cg22891070,0.283,,6.5e-06,29278407_Geurts-YM_bmi_discovery
cg26955383,0.145,,7.3e-06,29278407_Geurts-YM_bmi_discovery
cg03433986,-0.141,,7.8e-06,29278407_Geurts-YM_bmi_discovery
cg09697999,0.271,,1e-05,29278407_Geurts-YM_bmi_discovery
cg22650271,0.109,,1.1e-05,29278407_Geurts-YM_bmi_discovery
cg18568872,0.107,,1.1e-05,29278407_Geurts-YM_bmi_discovery
cg19589396,-0.159,,1.1e-05,29278407_Geurts-YM_bmi_discovery
cg24531955,-0.159,,1.1e-05,29278407_Geurts-YM_bmi_discovery
cg10975897,-0.123,,1.2e-05,29278407_Geurts-YM_bmi_discovery
cg27470213,-0.218,,1.2e-05,29278407_Geurts-YM_bmi_discovery
cg24403644,0.12,,1.3e-05,29278407_Geurts-YM_bmi_discovery
cg16672562,0.325,,1.4e-05,29278407_Geurts-YM_bmi_discovery
cg06623197,0.12,,1.6e-05,29278407_Geurts-YM_bmi_discovery
cg11588197,-0.199,,1.6e-05,29278407_Geurts-YM_bmi_discovery
cg16163382,-0.154,,1.6e-05,29278407_Geurts-YM_bmi_discovery
cg10092518,-0.154,,1.8e-05,29278407_Geurts-YM_bmi_discovery
cg25001190,-0.146,,1.8e-05,29278407_Geurts-YM_bmi_discovery
cg09222732,-0.156,,1.9e-05,29278407_Geurts-YM_bmi_discovery
cg12001357,-0.172,,2e-05,29278407_Geurts-YM_bmi_discovery
cg05119988,-0.15,,2.2e-05,29278407_Geurts-YM_bmi_discovery
cg16466652,0.104,,2.2e-05,29278407_Geurts-YM_bmi_discovery
cg13134297,-0.173,,2.2e-05,29278407_Geurts-YM_bmi_discovery
cg00108715,0.124,,2.2e-05,29278407_Geurts-YM_bmi_discovery
cg23813257,-0.094,,2.2e-05,29278407_Geurts-YM_bmi_discovery
cg10179300,0.177,,2.5e-05,29278407_Geurts-YM_bmi_discovery
cg08639339,0.105,,2.6e-05,29278407_Geurts-YM_bmi_discovery
cg17320136,0.103,,3e-05,29278407_Geurts-YM_bmi_discovery
cg11927233,0.159,,3e-05,29278407_Geurts-YM_bmi_discovery
cg08857797,0.138,,3.1e-05,29278407_Geurts-YM_bmi_discovery
cg13591783,-0.192,,3.4e-05,29278407_Geurts-YM_bmi_discovery
cg18772573,0.159,,3.6e-05,29278407_Geurts-YM_bmi_discovery
cg26800893,-0.198,,3.7e-05,29278407_Geurts-YM_bmi_discovery
cg02203067,0.102,,3.7e-05,29278407_Geurts-YM_bmi_discovery
cg10819350,0.178,,3.9e-05,29278407_Geurts-YM_bmi_discovery
cg01368219,0.147,,4e-05,29278407_Geurts-YM_bmi_discovery
cg04286697,0.144,,4.1e-05,29278407_Geurts-YM_bmi_discovery
cg27394566,0.133,,4.7e-05,29278407_Geurts-YM_bmi_discovery
cg07136133,-0.15,,4.8e-05,29278407_Geurts-YM_bmi_discovery
ch.2.30415474F,-0.224,,5.3e-05,29278407_Geurts-YM_bmi_discovery
cg02650017,-0.159,,5.9e-05,29278407_Geurts-YM_bmi_discovery
cg11592786,-0.242,,6e-05,29278407_Geurts-YM_bmi_discovery
cg24145109,0.244,,6.1e-05,29278407_Geurts-YM_bmi_discovery
cg16578636,-0.165,,6.1e-05,29278407_Geurts-YM_bmi_discovery
cg13274938,0.155,,6.2e-05,29278407_Geurts-YM_bmi_discovery
cg05460226,0.192,,6.6e-05,29278407_Geurts-YM_bmi_discovery
cg10919522,-0.173,,6.6e-05,29278407_Geurts-YM_bmi_discovery
cg25217710,0.105,,6.6e-05,29278407_Geurts-YM_bmi_discovery
cg01130991,0.211,,6.6e-05,29278407_Geurts-YM_bmi_discovery
cg26354221,0.186,,6.8e-05,29278407_Geurts-YM_bmi_discovery
cg27050612,-0.081,,7e-05,29278407_Geurts-YM_bmi_discovery
cg03940776,-0.07,,7.1e-05,29278407_Geurts-YM_bmi_discovery
cg26952928,0.134,,7.1e-05,29278407_Geurts-YM_bmi_discovery
cg15871086,0.154,,7.6e-05,29278407_Geurts-YM_bmi_discovery
cg00094412,-0.134,,7.9e-05,29278407_Geurts-YM_bmi_discovery
cg20954977,0.162,,8e-05,29278407_Geurts-YM_bmi_discovery
cg25197194,-0.161,,8e-05,29278407_Geurts-YM_bmi_discovery
cg04610187,-0.118,,8.4e-05,29278407_Geurts-YM_bmi_discovery
cg18513344,-0.091,,9.6e-05,29278407_Geurts-YM_bmi_discovery
cg05720226,0.118,,9.7e-05,29278407_Geurts-YM_bmi_discovery
