CpG,Beta,SE,P,StudyID
cg09553840,21,5.3,6.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09560590,14,3.7,9.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09642075,30,6,3.8e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09755872,7.7,1.7,9.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09797463,23,5.2,9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09802688,18,3.9,3.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg09823288,-10,2,4.7e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10160630,34,7,8.7e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10402995,23,5.2,6.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10430742,17,4.3,6.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10483475,-13,3,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10499974,24,5.1,2.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10505658,25,5.9,2.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10700459,-18,4.4,2.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10753966,7.4,1.8,5.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10799327,32,7.4,1.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10827767,24,5.3,9.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10976975,23,4.8,2.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg10988513,35,7.9,8.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11136041,-17,3.9,1.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11297046,39,7.3,9.8e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11309454,5.5,1.4,9.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11544657,19,4.9,8.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11827514,-10,2.5,3.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg11849692,26,6,1.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12018969,16,3.9,2.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12069540,21,5.2,4.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12110929,-34,7.2,3.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12124647,-25,5.9,2.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12172295,-29,6.8,2.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12224834,-17,3.5,1.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12257439,34,7.5,5.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00615592,26,5.9,8.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00706302,16,4,5.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00764514,-13,3.1,1.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00782811,25,5.4,2.6e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00812761,34,5.3,2e-10,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00819141,-29,7.2,5.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00832928,-16,4.1,8.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12332239,21,5.4,9.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12360736,-16,4.2,9.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12424624,16,4.1,9.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12464638,-21,5.4,8.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12526091,25,5.9,2.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12535090,30,5.7,1.8e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12670943,34,7.6,7.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12688240,21,4.6,2.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12840847,35,8.4,3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12856433,-22,4.8,7.5e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12884009,30,5.8,2.6e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg12893030,31,5.5,2.7e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13033086,24,5.7,2.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13139542,30,5.9,4.9e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13289431,17,4,2.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13329862,34,7.9,2.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13453711,-24,5.8,4.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13480898,27,5.7,2.7e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13577194,-28,6.8,2.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13598426,-15,3.8,4.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13641778,32,7.2,1.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13659542,18,3.9,3.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13666041,27,6.1,1.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13783786,16,3.8,3.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13843483,-38,9.2,4.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg13857169,41,8.7,1.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14032964,28,6.9,5.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14081226,16,3.6,1.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14093474,29,6.5,7.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14102005,-12,3.1,9.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14115740,-15,3.8,6.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14133557,-8.5,2.2,7.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14139311,35,7.7,6.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14162627,-18,3.9,4.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14266248,24,5.8,3.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14343283,27,6.6,3.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14389939,20,5.1,9.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14427590,35,8.4,4.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14469436,29,7.1,5.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14472551,19,4.2,6e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14476101,-11,2.8,8.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14495953,32,5.7,1.5e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14643399,33,7.6,1.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14693375,29,6.8,2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14786790,26,4.6,1.9e-08,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14852276,25,5.2,2.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg14930065,21,4.6,4.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15077070,21,5.1,2.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15169266,15,3.3,9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15460921,30,7.2,3.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg00997262,-31,7,1.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01000422,23,4.9,3.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01038940,-16,4,3.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg01063280,23,5,2.3e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15702949,24,6.2,9.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15773890,18,4.7,8.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15903032,-17,4.2,6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15939920,27,6.4,3.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg15958828,24,5.8,3.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16095551,11,2.7,5.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16098955,29,6.5,9.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16143049,43,8.4,2.7e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16158874,20,5.1,7.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16199747,-18,4.6,7.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16224018,37,9.3,7.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16267322,23,5.2,1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16275894,-28,6.6,2.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16305292,20,4.2,1.6e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg16660547,15,3.5,1.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
