CpG,Beta,SE,P,StudyID
cg00634542,0.0229,0.00437,3.7e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00639635,0.0149,0.00372,8.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00650361,-0.0203,0.00473,2.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00657780,0.0237,0.00555,2.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00665420,-0.0145,0.00273,2.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00675157,-0.1375,0.0307,1.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00675229,-0.046,0.0083,8.5e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00693978,-0.0102,0.00248,5.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00700866,0.0185,0.00455,6.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00702547,0.0268,0.00511,3.5e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00707814,0.0307,0.00706,2.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00719771,0.0376,0.00689,1.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00730373,0.0274,0.00566,2.4e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00735023,0.0443,0.0081,1.2e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00744431,0.0165,0.00402,5.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00747849,-0.0147,0.00315,5.3e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00753676,0.0157,0.00365,2.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00753924,-0.057,0.01084,3.5e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00757033,0.0448,0.00749,8.8e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00767000,-0.0132,0.00254,4.9e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00785112,0.0437,0.01013,2.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00816676,-0.0384,0.00728,3.1e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00833479,0.0511,0.00828,3.3e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00844308,-0.0208,0.00521,8.8e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00862290,0.0378,0.00744,8.2e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00863893,-0.0564,0.01397,7.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00864012,0.0193,0.00484,9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00876678,-0.0195,0.00354,9.8e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00901401,0.0488,0.00693,2.3e-11,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00907283,-0.0282,0.0047,8e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00911226,0.031,0.00777,9.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00920799,0.0149,0.00368,7.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00945209,0.0206,0.00509,7.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00958927,-0.034,0.00815,4.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00962903,-0.0306,0.00635,2.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00965023,-0.0238,0.00584,6.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00976097,-0.0444,0.01035,2.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00980622,-0.0215,0.00503,2.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00981737,-0.0638,0.01485,2.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01000188,-0.025,0.00524,3.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01012936,0.068,0.01247,1.4e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01013522,0.1756,0.02909,6.7e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01018437,-0.0121,0.00304,9.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01032119,0.0487,0.00987,1.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01046833,-0.0463,0.00741,2.2e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01049674,0.0213,0.00528,7.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01062443,0.0189,0.00368,6.2e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01070095,-0.0208,0.00517,7.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01073463,0.0283,0.00545,4.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01074083,-0.1101,0.0273,7.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01085553,-0.109,0.01889,2.7e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01101459,0.0241,0.00489,1.6e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01144436,-0.0381,0.00814,5.1e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01153613,0.0188,0.00407,6.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01175142,-0.0311,0.00728,2.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01199928,-0.0294,0.00575,7.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01230320,0.0713,0.01793,9.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01232511,-0.0362,0.00819,1.6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01234299,-0.0486,0.00805,6.5e-09,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01243924,0.0139,0.00256,1.7e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01267068,0.0791,0.01623,2.1e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01274660,-0.0194,0.00466,4.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01281718,0.0175,0.00426,5.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01317029,0.0141,0.00332,3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01320298,-0.0316,0.00719,1.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01331772,-0.0387,0.00858,1.1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01332882,0.0294,0.0072,6.2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01343041,-0.0312,0.00721,2.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01353448,-0.0419,0.00938,1.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01369479,-0.033,0.00578,3.8e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01386275,-0.0175,0.00436,8.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01388630,-0.0214,0.00378,4.5e-08,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01395541,0.1351,0.03339,7.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01403532,0.0187,0.00412,8.9e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01409343,-0.0378,0.00777,2.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01431340,0.0371,0.00921,7.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01437917,-0.0375,0.00933,7.9e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01450736,0.0174,0.00413,3.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01466011,0.0353,0.00752,4.8e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01487803,0.025,0.00523,3.2e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01488674,-0.0171,0.0032,2.3e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01502466,-0.138,0.03052,1e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01503516,0.0183,0.00393,5.7e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01515516,-0.021,0.00525,8.7e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01538731,-0.0479,0.01015,4.3e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01561259,0.0351,0.00662,2.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01567173,0.044,0.00842,4e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01568522,-0.0401,0.00993,7.5e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01572694,-0.0259,0.00634,6e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01598144,-0.0385,0.00839,7.7e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01604883,-0.0139,0.00341,6.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01621835,-0.007,0.00172,6.4e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01624173,-0.0663,0.01664,9.3e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01655658,-0.0941,0.02159,2e-05,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01672322,-0.0202,0.00398,8.8e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01682784,0.0483,0.01037,5.5e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01701819,-0.0258,0.00485,2.6e-07,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01762091,-0.06,0.01257,3.4e-06,27886173_Battram-T_inflammatory_bowel_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
