CpG,Beta,SE,P,StudyID
cg03318904,1.1,0.23,2.3e-06,31197173_Liu-J_fasting_glucose_base
cg10922280,1.17,0.25,2.3e-06,31197173_Liu-J_fasting_glucose_base
cg07114770,1.18,0.25,2.4e-06,31197173_Liu-J_fasting_glucose_base
cg01011757,-1.41,0.3,2.5e-06,31197173_Liu-J_fasting_glucose_base
cg25083933,1.99,0.42,2.6e-06,31197173_Liu-J_fasting_glucose_base
cg10910862,-1.32,0.28,2.7e-06,31197173_Liu-J_fasting_glucose_base
cg25698205,-1.41,0.3,2.8e-06,31197173_Liu-J_fasting_glucose_base
cg00462849,-1.51,0.32,3.1e-06,31197173_Liu-J_fasting_glucose_base
cg14011327,1.19,0.26,3.1e-06,31197173_Liu-J_fasting_glucose_base
cg17448335,-2.37,0.51,3.1e-06,31197173_Liu-J_fasting_glucose_base
cg07949141,-1.39,0.3,3.2e-06,31197173_Liu-J_fasting_glucose_base
cg02384859,-0.97,0.21,3.4e-06,31197173_Liu-J_fasting_glucose_base
cg15794034,1.41,0.3,3.4e-06,31197173_Liu-J_fasting_glucose_base
cg09331106,-1.51,0.33,3.5e-06,31197173_Liu-J_fasting_glucose_base
cg15472170,-1.04,0.22,3.5e-06,31197173_Liu-J_fasting_glucose_base
cg14058851,-1.1,0.24,3.8e-06,31197173_Liu-J_fasting_glucose_base
cg03538296,-0.89,0.19,3.8e-06,31197173_Liu-J_fasting_glucose_base
cg09322984,2.81,0.61,3.8e-06,31197173_Liu-J_fasting_glucose_base
cg06588802,-0.84,0.18,3.9e-06,31197173_Liu-J_fasting_glucose_base
cg21911019,-0.76,0.16,3.9e-06,31197173_Liu-J_fasting_glucose_base
cg11019008,2.16,0.47,4.1e-06,31197173_Liu-J_fasting_glucose_base
cg24620635,-1.03,0.22,4.3e-06,31197173_Liu-J_fasting_glucose_base
cg05640322,-1.25,0.27,4.8e-06,31197173_Liu-J_fasting_glucose_base
cg01112784,-1.29,0.28,4.9e-06,31197173_Liu-J_fasting_glucose_base
cg16178003,-1.49,0.33,4.9e-06,31197173_Liu-J_fasting_glucose_base
cg16212145,-1.18,0.26,5e-06,31197173_Liu-J_fasting_glucose_base
cg07301944,1.73,0.38,5e-06,31197173_Liu-J_fasting_glucose_base
cg24631870,2.55,0.56,5.1e-06,31197173_Liu-J_fasting_glucose_base
cg00618323,-1.2,0.26,5.2e-06,31197173_Liu-J_fasting_glucose_base
cg24685587,-1.58,0.35,5.3e-06,31197173_Liu-J_fasting_glucose_base
cg22488278,-1.14,0.25,5.6e-06,31197173_Liu-J_fasting_glucose_base
cg13427880,0.99,0.22,5.7e-06,31197173_Liu-J_fasting_glucose_base
cg22555517,-1.33,0.29,5.7e-06,31197173_Liu-J_fasting_glucose_base
cg16023434,-1.15,0.25,5.8e-06,31197173_Liu-J_fasting_glucose_base
cg08766149,-1.23,0.27,5.9e-06,31197173_Liu-J_fasting_glucose_base
cg21469707,-1.79,0.39,6e-06,31197173_Liu-J_fasting_glucose_base
cg01881899,1.44,0.32,6e-06,31197173_Liu-J_fasting_glucose_base
cg19795996,-1.59,0.35,6.2e-06,31197173_Liu-J_fasting_glucose_base
cg13586457,-1.23,0.27,6.2e-06,31197173_Liu-J_fasting_glucose_base
cg23002708,-1.34,0.3,6.5e-06,31197173_Liu-J_fasting_glucose_base
cg20977024,-1.27,0.28,6.6e-06,31197173_Liu-J_fasting_glucose_base
cg22959409,-1.26,0.28,6.6e-06,31197173_Liu-J_fasting_glucose_base
cg19784816,-1.41,0.31,6.7e-06,31197173_Liu-J_fasting_glucose_base
cg12337005,1.09,0.24,6.7e-06,31197173_Liu-J_fasting_glucose_base
cg16404170,-1.53,0.34,7.2e-06,31197173_Liu-J_fasting_glucose_base
cg03003526,-1.57,0.35,7.3e-06,31197173_Liu-J_fasting_glucose_base
cg15975802,1.09,0.24,7.4e-06,31197173_Liu-J_fasting_glucose_base
cg04179740,0.74,0.17,7.7e-06,31197173_Liu-J_fasting_glucose_base
cg16272007,-1.96,0.44,8.1e-06,31197173_Liu-J_fasting_glucose_base
cg10279072,1.02,0.23,8.3e-06,31197173_Liu-J_fasting_glucose_base
cg13481776,-1,0.22,8.3e-06,31197173_Liu-J_fasting_glucose_base
cg17058475,-1.1,0.25,8.7e-06,31197173_Liu-J_fasting_glucose_base
cg20288927,-1.35,0.3,8.8e-06,31197173_Liu-J_fasting_glucose_base
cg01804934,-0.84,0.19,8.9e-06,31197173_Liu-J_fasting_glucose_base
cg17436666,-1.26,0.28,9.2e-06,31197173_Liu-J_fasting_glucose_base
cg23428192,-1.51,0.34,9.3e-06,31197173_Liu-J_fasting_glucose_base
cg04747996,-1.36,0.31,9.4e-06,31197173_Liu-J_fasting_glucose_base
cg03785426,-1.34,0.3,9.5e-06,31197173_Liu-J_fasting_glucose_base
cg22348356,-1.19,0.27,9.5e-06,31197173_Liu-J_fasting_glucose_base
cg21618017,1.65,0.37,9.6e-06,31197173_Liu-J_fasting_glucose_base
cg14049634,-1.12,0.25,9.8e-06,31197173_Liu-J_fasting_glucose_base
cg13775629,-1.11,0.25,1e-05,31197173_Liu-J_fasting_glucose_base
cg14038617,-1.7,0.38,1e-05,31197173_Liu-J_fasting_glucose_base
cg04064701,-1.48,0.33,1e-05,31197173_Liu-J_fasting_glucose_base
cg00262061,-1.25,0.28,1e-05,31197173_Liu-J_fasting_glucose_base
cg02722434,-1.21,0.27,1e-05,31197173_Liu-J_fasting_glucose_base
cg08857797,0.95,0.22,1.1e-05,31197173_Liu-J_fasting_glucose_base
cg11850861,-1.07,0.24,1.1e-05,31197173_Liu-J_fasting_glucose_base
cg02331262,-1.16,0.26,1.1e-05,31197173_Liu-J_fasting_glucose_base
cg13424923,1.36,0.31,1.1e-05,31197173_Liu-J_fasting_glucose_base
cg20697204,-1.11,0.25,1.2e-05,31197173_Liu-J_fasting_glucose_base
cg12956598,-1.42,0.33,1.2e-05,31197173_Liu-J_fasting_glucose_base
cg10576151,-1.33,0.3,1.2e-05,31197173_Liu-J_fasting_glucose_base
cg20435267,-1.54,0.35,1.3e-05,31197173_Liu-J_fasting_glucose_base
cg08309687,-0.73,0.17,1.3e-05,31197173_Liu-J_fasting_glucose_base
cg06164260,-1.4,0.32,1.3e-05,31197173_Liu-J_fasting_glucose_base
cg16013543,1.06,0.24,1.3e-05,31197173_Liu-J_fasting_glucose_base
cg12226453,-0.89,0.2,1.4e-05,31197173_Liu-J_fasting_glucose_base
cg12531611,-1.19,0.27,1.4e-05,31197173_Liu-J_fasting_glucose_base
cg25395087,-1.37,0.31,1.4e-05,31197173_Liu-J_fasting_glucose_base
cg16697775,1.24,0.29,1.4e-05,31197173_Liu-J_fasting_glucose_base
cg13257436,0.51,0.12,1.4e-05,31197173_Liu-J_fasting_glucose_base
cg15354065,0.92,0.21,1.4e-05,31197173_Liu-J_fasting_glucose_base
cg27587780,-1.09,0.25,1.5e-05,31197173_Liu-J_fasting_glucose_base
cg00293189,-1.2,0.28,1.6e-05,31197173_Liu-J_fasting_glucose_base
cg11645306,-1.44,0.33,1.6e-05,31197173_Liu-J_fasting_glucose_base
cg10152449,-0.67,0.16,1.6e-05,31197173_Liu-J_fasting_glucose_base
cg09369221,-1.45,0.33,1.6e-05,31197173_Liu-J_fasting_glucose_base
cg17442852,1.12,0.26,1.6e-05,31197173_Liu-J_fasting_glucose_base
cg09092525,-1,0.23,1.6e-05,31197173_Liu-J_fasting_glucose_base
cg01616956,-0.77,0.18,1.7e-05,31197173_Liu-J_fasting_glucose_base
cg23346237,-0.84,0.2,1.7e-05,31197173_Liu-J_fasting_glucose_base
cg02555727,-1.24,0.29,1.7e-05,31197173_Liu-J_fasting_glucose_base
cg17870484,0.59,0.14,1.7e-05,31197173_Liu-J_fasting_glucose_base
cg07357256,3.93,0.92,1.8e-05,31197173_Liu-J_fasting_glucose_base
cg02935272,-1.38,0.32,1.8e-05,31197173_Liu-J_fasting_glucose_base
cg24806571,-0.78,0.18,1.9e-05,31197173_Liu-J_fasting_glucose_base
cg13967414,-1.05,0.25,1.9e-05,31197173_Liu-J_fasting_glucose_base
cg21650861,-1.36,0.32,1.9e-05,31197173_Liu-J_fasting_glucose_base
cg01447281,0.82,0.19,2e-05,31197173_Liu-J_fasting_glucose_base
cg10096215,0.8,0.19,2e-05,31197173_Liu-J_fasting_glucose_base
cg17228698,-1.18,0.28,2e-05,31197173_Liu-J_fasting_glucose_base
cg13420934,-1.34,0.32,2.1e-05,31197173_Liu-J_fasting_glucose_base
cg17924283,-1.73,0.41,2.1e-05,31197173_Liu-J_fasting_glucose_base
cg19762800,-1.04,0.24,2.1e-05,31197173_Liu-J_fasting_glucose_base
cg18064754,0.94,0.22,2.1e-05,31197173_Liu-J_fasting_glucose_base
cg18352710,-0.82,0.19,2.2e-05,31197173_Liu-J_fasting_glucose_base
cg02150910,-1.08,0.25,2.2e-05,31197173_Liu-J_fasting_glucose_base
cg18516609,-0.81,0.19,2.2e-05,31197173_Liu-J_fasting_glucose_base
cg24833981,-1.32,0.31,2.3e-05,31197173_Liu-J_fasting_glucose_base
cg01291375,-1.02,0.24,2.3e-05,31197173_Liu-J_fasting_glucose_base
cg17720466,1.19,0.28,2.3e-05,31197173_Liu-J_fasting_glucose_base
cg26275360,-1.4,0.33,2.3e-05,31197173_Liu-J_fasting_glucose_base
cg01994290,1,0.24,2.3e-05,31197173_Liu-J_fasting_glucose_base
cg05593759,-1.35,0.32,2.4e-05,31197173_Liu-J_fasting_glucose_base
cg11115622,0.66,0.16,2.4e-05,31197173_Liu-J_fasting_glucose_base
cg14697880,-1.17,0.28,2.4e-05,31197173_Liu-J_fasting_glucose_base
cg23291126,-0.93,0.22,2.4e-05,31197173_Liu-J_fasting_glucose_base
cg00294382,1.04,0.25,2.4e-05,31197173_Liu-J_fasting_glucose_base
cg24955196,0.93,0.22,2.4e-05,31197173_Liu-J_fasting_glucose_base
cg23912877,-1.11,0.26,2.5e-05,31197173_Liu-J_fasting_glucose_base
cg26332488,-0.86,0.2,2.5e-05,31197173_Liu-J_fasting_glucose_base
cg06679990,-1.22,0.29,2.6e-05,31197173_Liu-J_fasting_glucose_base
cg00905524,1.02,0.24,2.6e-05,31197173_Liu-J_fasting_glucose_base
cg05438719,-1.15,0.27,2.6e-05,31197173_Liu-J_fasting_glucose_base
cg19913496,0.97,0.23,2.6e-05,31197173_Liu-J_fasting_glucose_base
cg16026346,-2.82,0.67,2.7e-05,31197173_Liu-J_fasting_glucose_base
cg16871561,0.64,0.15,2.7e-05,31197173_Liu-J_fasting_glucose_base
cg26757711,1.29,0.31,2.7e-05,31197173_Liu-J_fasting_glucose_base
cg00948664,-0.79,0.19,2.8e-05,31197173_Liu-J_fasting_glucose_base
cg18306516,-0.99,0.24,2.8e-05,31197173_Liu-J_fasting_glucose_base
cg04606053,1.17,0.28,2.9e-05,31197173_Liu-J_fasting_glucose_base
cg19779057,-1.28,0.31,2.9e-05,31197173_Liu-J_fasting_glucose_base
cg07873128,-1.52,0.36,2.9e-05,31197173_Liu-J_fasting_glucose_base
cg14476101,-0.69,0.17,2.9e-05,31197173_Liu-J_fasting_glucose_base
cg27036376,1.15,0.27,3e-05,31197173_Liu-J_fasting_glucose_base
cg22236894,1.19,0.28,3.1e-05,31197173_Liu-J_fasting_glucose_base
cg19301827,-1.45,0.35,3.1e-05,31197173_Liu-J_fasting_glucose_base
cg21217270,-0.94,0.22,3.1e-05,31197173_Liu-J_fasting_glucose_base
cg19484420,-2.19,0.53,3.2e-05,31197173_Liu-J_fasting_glucose_base
cg03601886,-1.2,0.29,3.2e-05,31197173_Liu-J_fasting_glucose_base
cg21010350,-1.15,0.28,3.3e-05,31197173_Liu-J_fasting_glucose_base
cg18758585,1.23,0.3,3.3e-05,31197173_Liu-J_fasting_glucose_base
cg07447929,3.4,0.82,3.3e-05,31197173_Liu-J_fasting_glucose_base
cg13240704,-1.19,0.29,3.3e-05,31197173_Liu-J_fasting_glucose_base
cg08471335,-0.75,0.18,3.4e-05,31197173_Liu-J_fasting_glucose_base
cg02976539,-1.19,0.29,3.4e-05,31197173_Liu-J_fasting_glucose_base
cg06479254,0.58,0.14,3.5e-05,31197173_Liu-J_fasting_glucose_base
cg16367606,-1.19,0.29,3.5e-05,31197173_Liu-J_fasting_glucose_base
cg16697214,1.29,0.31,3.5e-05,31197173_Liu-J_fasting_glucose_base
cg10983470,-1.66,0.4,3.5e-05,31197173_Liu-J_fasting_glucose_base
cg12227907,1.15,0.28,3.7e-05,31197173_Liu-J_fasting_glucose_base
cg01406456,-0.78,0.19,3.8e-05,31197173_Liu-J_fasting_glucose_base
cg00719568,-0.97,0.23,3.9e-05,31197173_Liu-J_fasting_glucose_base
cg12572049,1.98,0.48,3.9e-05,31197173_Liu-J_fasting_glucose_base
cg02304370,0.88,0.21,3.9e-05,31197173_Liu-J_fasting_glucose_base
cg05406868,1.04,0.25,3.9e-05,31197173_Liu-J_fasting_glucose_base
cg16360310,-1.22,0.3,3.9e-05,31197173_Liu-J_fasting_glucose_base
cg24749265,-1.06,0.26,3.9e-05,31197173_Liu-J_fasting_glucose_base
cg02054252,-1.47,0.36,4e-05,31197173_Liu-J_fasting_glucose_base
cg20959189,-0.79,0.19,4e-05,31197173_Liu-J_fasting_glucose_base
cg03055021,-1.2,0.29,4e-05,31197173_Liu-J_fasting_glucose_base
cg03972838,-1.17,0.29,4.1e-05,31197173_Liu-J_fasting_glucose_base
cg14126884,-1.05,0.26,4.1e-05,31197173_Liu-J_fasting_glucose_base
cg27628849,-1.29,0.31,4.1e-05,31197173_Liu-J_fasting_glucose_base
cg02001991,0.86,0.21,4.2e-05,31197173_Liu-J_fasting_glucose_base
cg23947050,-1.41,0.34,4.3e-05,31197173_Liu-J_fasting_glucose_base
cg20114528,-1.13,0.28,4.3e-05,31197173_Liu-J_fasting_glucose_base
cg09737197,-0.97,0.24,4.3e-05,31197173_Liu-J_fasting_glucose_base
cg08625996,-1.5,0.37,4.3e-05,31197173_Liu-J_fasting_glucose_base
cg11653134,1.44,0.35,4.3e-05,31197173_Liu-J_fasting_glucose_base
cg26562462,1.15,0.28,4.4e-05,31197173_Liu-J_fasting_glucose_base
cg01094114,-0.98,0.24,4.4e-05,31197173_Liu-J_fasting_glucose_base
cg04482712,-1.06,0.26,4.4e-05,31197173_Liu-J_fasting_glucose_base
cg14254562,-1.53,0.38,4.5e-05,31197173_Liu-J_fasting_glucose_base
cg01681525,0.76,0.19,4.6e-05,31197173_Liu-J_fasting_glucose_base
cg25522181,-1.01,0.25,4.6e-05,31197173_Liu-J_fasting_glucose_base
cg25130381,1.1,0.27,4.7e-05,31197173_Liu-J_fasting_glucose_base
cg00165394,-1.3,0.32,4.7e-05,31197173_Liu-J_fasting_glucose_base
cg06829760,-1.07,0.26,4.7e-05,31197173_Liu-J_fasting_glucose_base
cg23231974,-5.49,1.35,4.8e-05,31197173_Liu-J_fasting_glucose_base
cg02815053,1.9,0.47,4.8e-05,31197173_Liu-J_fasting_glucose_base
cg14258243,-3.15,0.78,4.9e-05,31197173_Liu-J_fasting_glucose_base
cg13802354,-0.91,0.22,4.9e-05,31197173_Liu-J_fasting_glucose_base
cg06240200,-1.06,0.26,4.9e-05,31197173_Liu-J_fasting_glucose_base
cg06770993,2.26,0.56,4.9e-05,31197173_Liu-J_fasting_glucose_base
cg02196805,-1.08,0.27,5e-05,31197173_Liu-J_fasting_glucose_base
cg13477354,-1.07,0.26,5e-05,31197173_Liu-J_fasting_glucose_base
cg21656945,1.77,0.44,5e-05,31197173_Liu-J_fasting_glucose_base
cg00688125,1.3,0.32,5.1e-05,31197173_Liu-J_fasting_glucose_base
cg17599586,2.21,0.55,5.1e-05,31197173_Liu-J_fasting_glucose_base
cg14474777,1.12,0.28,5.1e-05,31197173_Liu-J_fasting_glucose_base
cg13789303,0.76,0.19,5.2e-05,31197173_Liu-J_fasting_glucose_base
cg09074755,-4.85,1.2,5.2e-05,31197173_Liu-J_fasting_glucose_base
cg10243855,-0.86,0.21,5.2e-05,31197173_Liu-J_fasting_glucose_base
cg17191872,-1.61,0.4,5.4e-05,31197173_Liu-J_fasting_glucose_base
cg26212163,0.9,0.22,5.4e-05,31197173_Liu-J_fasting_glucose_base
cg10679878,-1.08,0.27,5.4e-05,31197173_Liu-J_fasting_glucose_base
cg11393185,1.06,0.26,5.4e-05,31197173_Liu-J_fasting_glucose_base
cg06778024,-1.33,0.33,5.5e-05,31197173_Liu-J_fasting_glucose_base
cg21154227,0.62,0.15,5.5e-05,31197173_Liu-J_fasting_glucose_base
cg01827097,1.24,0.31,5.6e-05,31197173_Liu-J_fasting_glucose_base
cg21022395,-1.11,0.28,5.6e-05,31197173_Liu-J_fasting_glucose_base
cg18617808,1.21,0.3,5.6e-05,31197173_Liu-J_fasting_glucose_base
cg08418138,1.58,0.39,5.6e-05,31197173_Liu-J_fasting_glucose_base
cg00656410,-1.19,0.3,5.8e-05,31197173_Liu-J_fasting_glucose_base
cg01537928,1.68,0.42,5.9e-05,31197173_Liu-J_fasting_glucose_base
cg15319027,-1.74,0.43,5.9e-05,31197173_Liu-J_fasting_glucose_base
cg22797397,-1.28,0.32,5.9e-05,31197173_Liu-J_fasting_glucose_base
cg02597269,1.54,0.38,5.9e-05,31197173_Liu-J_fasting_glucose_base
cg03925361,-1.59,0.4,6e-05,31197173_Liu-J_fasting_glucose_base
cg09556700,-0.81,0.2,6e-05,31197173_Liu-J_fasting_glucose_base
cg25368647,-0.8,0.2,6e-05,31197173_Liu-J_fasting_glucose_base
cg12245438,1.81,0.45,6.1e-05,31197173_Liu-J_fasting_glucose_base
cg13707005,-1.09,0.27,6.1e-05,31197173_Liu-J_fasting_glucose_base
cg11358199,-0.98,0.24,6.1e-05,31197173_Liu-J_fasting_glucose_base
cg16060671,-1.88,0.47,6.1e-05,31197173_Liu-J_fasting_glucose_base
cg21575923,-1.17,0.29,6.2e-05,31197173_Liu-J_fasting_glucose_base
cg23847069,-0.74,0.18,6.2e-05,31197173_Liu-J_fasting_glucose_base
cg20016023,0.56,0.14,6.3e-05,31197173_Liu-J_fasting_glucose_base
cg03346692,-0.68,0.17,6.3e-05,31197173_Liu-J_fasting_glucose_base
cg26102819,-0.89,0.22,6.3e-05,31197173_Liu-J_fasting_glucose_base
cg15605235,1.15,0.29,6.3e-05,31197173_Liu-J_fasting_glucose_base
cg13138155,2.99,0.75,6.4e-05,31197173_Liu-J_fasting_glucose_base
cg10315347,-2.68,0.67,6.4e-05,31197173_Liu-J_fasting_glucose_base
cg04528720,-0.98,0.24,6.4e-05,31197173_Liu-J_fasting_glucose_base
cg21664281,-0.5,0.12,6.4e-05,31197173_Liu-J_fasting_glucose_base
cg07208891,-0.98,0.25,6.5e-05,31197173_Liu-J_fasting_glucose_base
cg23032421,-0.92,0.23,6.5e-05,31197173_Liu-J_fasting_glucose_base
cg03059896,-1.08,0.27,6.5e-05,31197173_Liu-J_fasting_glucose_base
cg25801622,-1.02,0.25,6.5e-05,31197173_Liu-J_fasting_glucose_base
cg00917251,0.94,0.24,6.6e-05,31197173_Liu-J_fasting_glucose_base
cg03032677,-1.2,0.3,6.7e-05,31197173_Liu-J_fasting_glucose_base
cg05602715,-1.77,0.45,6.7e-05,31197173_Liu-J_fasting_glucose_base
cg17729668,-1.47,0.37,6.7e-05,31197173_Liu-J_fasting_glucose_base
cg04911679,-1.08,0.27,6.7e-05,31197173_Liu-J_fasting_glucose_base
cg18960216,-1.07,0.27,6.8e-05,31197173_Liu-J_fasting_glucose_base
cg18030615,0.94,0.24,6.8e-05,31197173_Liu-J_fasting_glucose_base
cg07081759,-1,0.25,6.8e-05,31197173_Liu-J_fasting_glucose_base
cg00921574,1.11,0.28,6.8e-05,31197173_Liu-J_fasting_glucose_base
cg05656688,-0.7,0.18,6.9e-05,31197173_Liu-J_fasting_glucose_base
cg20568305,1.33,0.33,6.9e-05,31197173_Liu-J_fasting_glucose_base
cg19423175,-1.11,0.28,7e-05,31197173_Liu-J_fasting_glucose_base
cg04927537,0.74,0.19,7.1e-05,31197173_Liu-J_fasting_glucose_base
cg14168316,-1.49,0.37,7.2e-05,31197173_Liu-J_fasting_glucose_base
cg22214565,1.2,0.3,7.3e-05,31197173_Liu-J_fasting_glucose_base
cg20299414,-1.75,0.44,7.3e-05,31197173_Liu-J_fasting_glucose_base
cg25127444,1.71,0.43,7.4e-05,31197173_Liu-J_fasting_glucose_base
cg04242464,-1.22,0.31,7.5e-05,31197173_Liu-J_fasting_glucose_base
cg09164206,-1.22,0.31,7.5e-05,31197173_Liu-J_fasting_glucose_base
cg26420739,1.43,0.36,7.5e-05,31197173_Liu-J_fasting_glucose_base
cg08614201,-1.2,0.3,7.6e-05,31197173_Liu-J_fasting_glucose_base
cg10517535,0.88,0.22,7.7e-05,31197173_Liu-J_fasting_glucose_base
cg00945810,0.69,0.17,7.7e-05,31197173_Liu-J_fasting_glucose_base
cg25140607,1.06,0.27,7.7e-05,31197173_Liu-J_fasting_glucose_base
cg04581571,-1.19,0.3,7.7e-05,31197173_Liu-J_fasting_glucose_base
cg27368911,1.35,0.34,7.8e-05,31197173_Liu-J_fasting_glucose_base
cg01336162,-1.05,0.27,7.8e-05,31197173_Liu-J_fasting_glucose_base
cg11133963,-1.02,0.26,7.8e-05,31197173_Liu-J_fasting_glucose_base
cg27040968,-1.11,0.28,7.8e-05,31197173_Liu-J_fasting_glucose_base
cg06786600,-1.46,0.37,8e-05,31197173_Liu-J_fasting_glucose_base
cg12623422,0.8,0.2,8.1e-05,31197173_Liu-J_fasting_glucose_base
cg24185357,0.48,0.12,8.1e-05,31197173_Liu-J_fasting_glucose_base
cg17192862,-1.1,0.28,8.1e-05,31197173_Liu-J_fasting_glucose_base
cg11811510,1.16,0.29,8.1e-05,31197173_Liu-J_fasting_glucose_base
cg08198193,0.93,0.24,8.1e-05,31197173_Liu-J_fasting_glucose_base
cg14084689,0.99,0.25,8.1e-05,31197173_Liu-J_fasting_glucose_base
ch.1.1359032F,3.44,0.87,8.2e-05,31197173_Liu-J_fasting_glucose_base
cg11335172,-1.24,0.31,8.2e-05,31197173_Liu-J_fasting_glucose_base
cg14446406,-0.93,0.24,8.3e-05,31197173_Liu-J_fasting_glucose_base
cg06398474,0.94,0.24,8.3e-05,31197173_Liu-J_fasting_glucose_base
cg07584031,-1.12,0.28,8.3e-05,31197173_Liu-J_fasting_glucose_base
cg23048001,-1.04,0.26,8.3e-05,31197173_Liu-J_fasting_glucose_base
cg27191184,-1.09,0.28,8.4e-05,31197173_Liu-J_fasting_glucose_base
cg12949547,1.01,0.26,8.4e-05,31197173_Liu-J_fasting_glucose_base
cg16651877,1.06,0.27,8.4e-05,31197173_Liu-J_fasting_glucose_base
cg16731821,0.63,0.16,8.5e-05,31197173_Liu-J_fasting_glucose_base
cg05325369,1.26,0.32,8.5e-05,31197173_Liu-J_fasting_glucose_base
